2020-02-12 18:19:39.374 INFO  singlejartest.Main - Connecting...
2020-02-12 18:19:58.841 INFO  singlejartest.Main - Running, Tue 2020.02.11 10:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.857 INFO  singlejartest.Main - Running, Tue 2020.02.11 10:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.880 INFO  singlejartest.Main - Running, Tue 2020.02.11 11:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.905 INFO  singlejartest.Main - Running, Tue 2020.02.11 11:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.955 INFO  singlejartest.Main - Running, Tue 2020.02.11 12:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:58.969 INFO  singlejartest.Main - Running, Tue 2020.02.11 12:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.015 INFO  singlejartest.Main - Running, Tue 2020.02.11 13:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.047 INFO  singlejartest.Main - Running, Tue 2020.02.11 13:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.102 INFO  singlejartest.Main - Running, Tue 2020.02.11 14:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.180 INFO  singlejartest.Main - Running, Tue 2020.02.11 14:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.212 INFO  singlejartest.Main - Running, Tue 2020.02.11 15:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.248 INFO  singlejartest.Main - Running, Tue 2020.02.11 15:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.287 INFO  singlejartest.Main - Running, Tue 2020.02.11 16:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.315 INFO  singlejartest.Main - Running, Tue 2020.02.11 16:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.343 INFO  singlejartest.Main - Running, Tue 2020.02.11 17:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.355 INFO  singlejartest.Main - Running, Tue 2020.02.11 17:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.372 INFO  singlejartest.Main - Running, Tue 2020.02.11 18:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.384 INFO  singlejartest.Main - Running, Tue 2020.02.11 18:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.392 INFO  singlejartest.Main - Running, Tue 2020.02.11 19:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.399 INFO  singlejartest.Main - Running, Tue 2020.02.11 19:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.407 INFO  singlejartest.Main - Running, Tue 2020.02.11 20:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.411 INFO  singlejartest.Main - Running, Tue 2020.02.11 20:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.423 INFO  singlejartest.Main - Running, Wed 2020.02.11 21:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.425 INFO  singlejartest.Main - Running, Wed 2020.02.11 21:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.442 INFO  singlejartest.Main - Running, Wed 2020.02.11 22:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.446 INFO  singlejartest.Main - Running, Wed 2020.02.11 22:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.480 INFO  singlejartest.Main - Running, Wed 2020.02.11 23:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.484 INFO  singlejartest.Main - Running, Wed 2020.02.11 23:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:19:59.488 INFO  singlejartest.Main - Executing onStop
2020-02-12 18:19:59.503 INFO  singlejartest.Main - Strategy stopped: 0
