2020-02-12 18:26:09.550 INFO  singlejartest.Main - Connecting...
2020-02-12 18:26:23.161 INFO  singlejartest.Main - Running, Tue 2020.02.11 11:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.174 INFO  singlejartest.Main - Running, Tue 2020.02.11 11:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.202 INFO  singlejartest.Main - Running, Tue 2020.02.11 12:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.215 INFO  singlejartest.Main - Running, Tue 2020.02.11 12:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.254 INFO  singlejartest.Main - Running, Tue 2020.02.11 13:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.290 INFO  singlejartest.Main - Running, Tue 2020.02.11 13:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.328 INFO  singlejartest.Main - Running, Tue 2020.02.11 14:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.371 INFO  singlejartest.Main - Running, Tue 2020.02.11 14:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.401 INFO  singlejartest.Main - Running, Tue 2020.02.11 15:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.435 INFO  singlejartest.Main - Running, Tue 2020.02.11 15:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.470 INFO  singlejartest.Main - Running, Tue 2020.02.11 16:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.496 INFO  singlejartest.Main - Running, Tue 2020.02.11 16:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.522 INFO  singlejartest.Main - Running, Tue 2020.02.11 17:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.538 INFO  singlejartest.Main - Running, Tue 2020.02.11 17:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.548 INFO  singlejartest.Main - Running, Tue 2020.02.11 18:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.558 INFO  singlejartest.Main - Running, Tue 2020.02.11 18:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.565 INFO  singlejartest.Main - Running, Tue 2020.02.11 19:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.574 INFO  singlejartest.Main - Running, Tue 2020.02.11 19:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.580 INFO  singlejartest.Main - Running, Tue 2020.02.11 20:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.584 INFO  singlejartest.Main - Running, Tue 2020.02.11 20:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.591 INFO  singlejartest.Main - Running, Wed 2020.02.11 21:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.593 INFO  singlejartest.Main - Running, Wed 2020.02.11 21:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.597 INFO  singlejartest.Main - Running, Wed 2020.02.11 22:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.606 INFO  singlejartest.Main - Running, Wed 2020.02.11 22:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.612 INFO  singlejartest.Main - Running, Wed 2020.02.11 23:00 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.616 INFO  singlejartest.Main - Running, Wed 2020.02.11 23:30 Eq: 50,000.00 UoL: .00%
2020-02-12 18:26:23.620 INFO  singlejartest.Main - Executing onStop
2020-02-12 18:26:23.633 INFO  singlejartest.Main - Strategy stopped: 0
